kategori,baslik,link,icerik,temiz_icerik
eğitim,"Bakan Tekin: ""Yıl sonunda zorunlu eğitimde değişiklik için karara varırız""","https://www.ntv.com.tr/turkiye/bakan-tekin-yil-sonunda-zorunlu-egitimde-degisiklik-icin-karara-variriz,tc38aGRTlEWUMCRyPqDKdg","Milli Eğitim Bakanı Yusuf Tekin, TBMM'de AK Parti Grup Toplantısı öncesinde basın mensuplarının sorularını cevapladı.Zorunlu eğitim yılında değişiklik yapılacağı iddialarına ilişkin Tekin, ""Yıl sonunda biz bu tartışmaları kendi içimizde de değerlendiririz ve bir karara varırız. Şu anda dediğim gibi izliyoruz. Bu konuyla ilgili Bakanlığımız bünyesinde her bir genel müdürlükte değerlendirme başkanlıkları var, onlar kamuoyundaki tartışmaları izleyip gerekli çözümleri üretmekle görevliler. Onlar da takip ediyorlar çalışmaları."" dedi.""BÖYLE BİR ÇALIŞMA İÇERİSİNDE DEĞİLİZ""İş dünyasının ara eleman bulmakta sıkıntı çektiğini ve bunu ilettiklerini söyleyen Bakan Tekin, şunları kaydetti:""Bizim açımızdan sorun yok ancak sahada bu konuda rahatsızlıklarını dile getiren iş dünyası gibi bazı kesimler var. Ara eleman temini noktasında güçlük çektiklerini söylüyorlar ama biz bakanlık olarak halihazırda böyle bir çalışmanın içerisinde değiliz. Biz sadece izliyoruz bu tartışmaları.""",milli eğitim bakanı yusuf tekin tbmmde ak parti grup toplantısı öncesinde basın mensuplarının sorularını cevapladızorunlu eğitim yılında değişiklik yapılacağı iddialarına ilişkin tekin yıl sonunda tartışmaları kendi içimizde değerlendiririz bir karara varırız anda dediğim izliyoruz konuyla ilgili bakanlığımız bünyesinde bir genel müdürlükte değerlendirme başkanlıkları var onlar kamuoyundaki tartışmaları izleyip gerekli çözümleri üretmekle görevliler onlar takip ediyorlar çalışmaları dediböyle bir çalişma içerisinde değiliziş dünyasının ara eleman bulmakta sıkıntı çektiğini bunu ilettiklerini söyleyen bakan tekin şunları kaydettibizim açımızdan sorun yok ancak sahada konuda rahatsızlıklarını dile getiren iş dünyası kesimler var ara eleman temini noktasında güçlük çektiklerini söylüyorlar bakanlık olarak halihazırda böyle bir çalışmanın içerisinde değiliz sadece izliyoruz tartışmaları
eğitim,2025-DGUY: Sınav Sonuçları Açıklandı,"https://www.ntv.com.tr/egitim/2025-dguy-sinav-sonuclari-aciklandi,GOsy39nPUESrgH7BrmLeew","DGUY: Gelir İdaresi Başkanlığı Devlet Gelir Uzman Yardımcılığı Giriş Sınavı sonuçları için bekleyiş sona erdi.ÖSYMSONUÇ DUYURUSUÖSYM'den yapılan açıklamada; ""19 Nisan 2025 tarihinde uygulanan 2025 Gelir İdaresi Başkanlığı Devlet Gelir Uzman Yardımcılığı Giriş Sınavı’nın (2025-DGUY) değerlendirme işlemleri tamamlanmıştır.Adaylar, sınav sonuçlarına 14 Mayıs 2025 tarihinde saat 10.15'ten itibaren ÖSYM’nin https://sonuc.osym.gov.tr adresinden T.C. kimlik numarası ve aday şifresiyle erişebilecektir."" denildi.",dguy gelir idaresi başkanlığı devlet gelir uzman yardımcılığı giriş sınavı sonuçları bekleyiş sona erdiösymsonuç duyurusuösymden yapılan açıklamada nisan tarihinde uygulanan gelir idaresi başkanlığı devlet gelir uzman yardımcılığı giriş sınavının dguy değerlendirme işlemleri tamamlanmıştıradaylar sınav sonuçlarına mayıs tarihinde saat ten itibaren ösymnin adresinden tc kimlik numarası aday şifresiyle erişebilecektir denildi
eğitim,2025-GUY: Sınav sonuçları açıklandı,"https://www.ntv.com.tr/egitim/2025-guy-sinav-sonuclari-aciklandi,FEfs_0rucEKvZKP311OqiA","2025 Gelir İdaresi Başkanlığı Gelir Uzman Yardımcılığı Giriş Sınavı’nın (2025-GUY) değerlendirme işlemleri tamamlanlandı.ÖSYM, GUY sonuç duyurusunu resmi internet adresi ve sosyal medya hesaplarından duyurdu.ÖSYM DUYURUSUÖSYM'den yapılan açıklamada; ""20 Nisan 2025 tarihinde uygulanan 2025 Gelir İdaresi Başkanlığı Gelir Uzman Yardımcılığı Giriş Sınavı’nın (2025-GUY) değerlendirme işlemleri tamamlanmıştır.Adaylar, sınav sonuçlarına 14 Mayıs 2025 tarihinde saat 10.00'dan itibaren ÖSYM’nin https://sonuc.osym.gov.tr adresinden T.C. kimlik numarası ve aday şifresiyle erişebilecektir."" denildi",gelir idaresi başkanlığı gelir uzman yardımcılığı giriş sınavının guy değerlendirme işlemleri tamamlanlandıösym guy sonuç duyurusunu resmi internet adresi sosyal medya hesaplarından duyurduösym duyurusuösymden yapılan açıklamada nisan tarihinde uygulanan gelir idaresi başkanlığı gelir uzman yardımcılığı giriş sınavının guy değerlendirme işlemleri tamamlanmıştıradaylar sınav sonuçlarına mayıs tarihinde saat dan itibaren ösymnin adresinden tc kimlik numarası aday şifresiyle erişebilecektir denildi
eğitim,"MEB duyurdu: Ortaokuldaki Tüm Kademelere ""Rehberlik ve Yönlendirme"" dersi verilecek","https://www.ntv.com.tr/egitim/meb-duyurdu-ortaokuldaki-tum-kademelere-rehberlik-ve-yonlendirme-dersi-verilecek,Bn05Xw3CRUmbPwQ4emz0ng","MillîEğitimBakanlığınca ""İlköğretim Kurumları Haftalık Ders Çizelgesi""nde yapılan değişiklikle, sadece 8. sınıflara yönelik verilen ""Rehberlik ve Kariyer Planlama"" dersi, ""Rehberlik ve Yönlendirme"" ismini alarak gelecek yıl ortaokulun tüm kademelerinde uygulanacak.""İlköğretim Kurumları (İlkokul ve Ortaokul) Haftalık Ders Çizelgesi""nde değişikliğe gidildi. Bu kapsamda mevcut haftalık ders çizelgesinde ""zorunlu dersler"" bölümünde yer alan ve sadece 8. sınıfta haftalık 1 ders saati olarak verilen ""Rehberlik ve Kariyer Planlama"" dersinin ismi, ""Rehberlik ve Yönlendirme"" olarak değiştirildi. ""Rehberlik ve Yönlendirme"" dersi, gelecekeğitimöğretim yılından itibaren ortaokul 5, 6, 7 ve 8. sınıf seviyelerinde haftalık 1 ders saati verilmek üzere güncellendi.Bakanlık, yapılan değişiklikle öğrencilerin sadece akademik başarılarını değil; aynı zamanda kişisel, sosyal ve duygusal gelişimlerini de destekleyerek onların geleceğe daha bilinçli ve donanımlı bir şekilde hazırlanmalarına, kendilerini tanımalarına, potansiyellerini keşfetmelerine ve doğru kararlar almalarına yardım ederek sağlıklı ve mutlu bireyler olarak yetişmelerine katkı sağlamayı amaçlıyor.""İlköğretim Kurumları (İlkokul ve Ortaokul) Haftalık Ders Çizelgesi""nde yapılan değişiklikler, 2025-2026 eğitim öğretim yılından itibaren uygulanacak.",millîeğitimbakanlığınca ilköğretim kurumları haftalık ders çizelgesinde yapılan değişiklikle sadece sınıflara yönelik verilen rehberlik kariyer planlama dersi rehberlik yönlendirme ismini alarak gelecek yıl ortaokulun kademelerinde uygulanacakilköğretim kurumları ilkokul ortaokul haftalık ders çizelgesinde değişikliğe gidildi kapsamda mevcut haftalık ders çizelgesinde zorunlu dersler bölümünde yer alan sadece sınıfta haftalık ders saati olarak verilen rehberlik kariyer planlama dersinin ismi rehberlik yönlendirme olarak değiştirildi rehberlik yönlendirme dersi gelecekeğitimöğretim yılından itibaren ortaokul sınıf seviyelerinde haftalık ders saati verilmek üzere güncellendibakanlık yapılan değişiklikle öğrencilerin sadece akademik başarılarını değil aynı zamanda kişisel sosyal duygusal gelişimlerini destekleyerek onların geleceğe bilinçli donanımlı bir şekilde hazırlanmalarına kendilerini tanımalarına potansiyellerini keşfetmelerine doğru kararlar almalarına yardım ederek sağlıklı mutlu bireyler olarak yetişmelerine katkı sağlamayı amaçlıyorilköğretim kurumları ilkokul ortaokul haftalık ders çizelgesinde yapılan değişiklikler eğitim öğretim yılından itibaren uygulanacak
eğitim,T.C. KIRIKKALE 3. SULH HUKUK MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-kirikkale-3-sulh-hukuk-mahkemesinden,Dsr8clbH00uU4c4RSt5BXg","Mahkememizin 2025/14 Tereke sayılı dosyasından yürütülmekte olan Terekenin Resmi Tasfiyesi davası kapsamında  09/01/2025 tarihinde vefat eden Kırıkkale ili, Delice ilçesi, Tatlıcak mah/köy, 42 cilt, 59 hane'de nüfusa kayıtlı Haydar ve Ümmühan'dan olma, 20/01/1955 Aşağımahmutlar doğumlu, 35192314390 T.C kimlik nolu, Müteveffa Hatice GÜVEN'in yakın yasal mirasçılarının mirası reddettiklerinden murisin terekesinin resmen yönetilmesi ve tasfiyesi talep edilmiştir. Bu itibarla  TMK.'nun 620, 621, ve 634. Maddeleri gereğince murisin mali durumu hakkında bilgi sahibi olan herkesin mirasçılarının ve muristen alacaklı olanların ve murise borcu bulunanların ( kefalet sebebiyle alacaklı ve borçlu olanlar dahil), ikinci ilanın yapıldığı, tarihten itibaren bir ay içinde; Mahkememizin yukarıda esas numarası yazılı dosyasına başvurarak murisin mal varlığı hakkında bilgi vermeleri, alacaklı ve borçluların alacak ve borçlarını belgeleriyle birlikte dosyaya bildirmeleri karşılığında kendilerine makbuz verilebileceği, haklı bir sebep olmaksızın bilgi vermeyenler veya yanlış ya da eksik bilgi verenin bundan doğacak zararları mirasçıları vesayet alacaklarına veya üçüncü kişilere alacaklıların, TMK. 629. Maddesi gereği terekeden hak talep edemeyecekleri ilgililere ilanen duyurulur.",mahkememizin tereke sayılı dosyasından yürütülmekte olan terekenin resmi tasfiyesi davası kapsamında tarihinde vefat eden kırıkkale ili delice ilçesi tatlıcak mahköy cilt hanede nüfusa kayıtlı haydar ümmühandan olma aşağımahmutlar doğumlu tc kimlik nolu müteveffa hatice güvenin yakın yasal mirasçılarının mirası reddettiklerinden murisin terekesinin resmen yönetilmesi tasfiyesi talep edilmiştir itibarla tmknun maddeleri gereğince murisin mali durumu hakkında bilgi sahibi olan herkesin mirasçılarının muristen alacaklı olanların murise borcu bulunanların kefalet sebebiyle alacaklı borçlu olanlar dahil ikinci ilanın yapıldığı tarihten itibaren bir ay içinde mahkememizin yukarıda esas numarası yazılı dosyasına başvurarak murisin mal varlığı hakkında bilgi vermeleri alacaklı borçluların alacak borçlarını belgeleriyle birlikte dosyaya bildirmeleri karşılığında kendilerine makbuz verilebileceği haklı bir sebep olmaksızın bilgi vermeyenler yanlış eksik bilgi verenin bundan doğacak zararları mirasçıları vesayet alacaklarına üçüncü kişilere alacaklıların tmk maddesi gereği terekeden hak talep edemeyecekleri ilgililere ilanen duyurulur
eğitim,T.C. KIZILCAHAMAM ASLİYE HUKUK MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-kizilcahamam-asliye-hukuk-mahkemesinden,rz0K5gjDDUyKRPvee4fzQA","Davacı tarafından davalılar aleyhine açılan Kamulaştırma (Bedel Tespiti Ve Tescil) davasının yapılan yargılamasında mahkememizce alınan bilirkişi raporunda özetle; 2942 Sayılı Kamulaştırma Yasasının ilgili madde hükümleri gereğince, dava konusu taşınmazın değerini etkileyen tüm faktörler, tarafların iddia ve talepleri ile taşınmazların emsal taşınmazlarla ayrı ayrı mukayeseleri yapılmış, dava konusu taşınmazın cinsi, konumu, vergi rayici, değerlendirme tarihinden önce satışı gerçekleşen, özel amaçlı satış olmayan emsallerin alım satım rayiçleri ve TÜİK- Toptan Eşya Fiyatları Endeksleri ile tüm objektif ölçüler ve vergi rayiçleri dikkate alınarak,  Mayıs 2023 değerlendirme tarihi itibari ile dava konusu taşınmazın Arsa olarak değeri 126 ada 3 parselin 335,00 TL/m², 126 ada 1 ve 2 parsellerin 300,00 TL/m² olarak tespit ve takdir edildiği, 126 ada 1 parselin Değeri: 749,65 m² x 300,00 TL/m² = 224.895,00 TL 126 ada 2 parselin Değeri: 692,09 m² x 300,00 TL/m² = 207.627,00 TL 126 ada 3 parselin Değeri: 541,72 m² x 335,00 TL/m² = 181.476,20 TL olarak hesaplandığı, işbu bilirkişi raporuna HMK 281. maddesi gereğince tebliğ tarihinden itibaren iki hafta içinde itiraz etmediğiniz taktirde bilirkişi raporuna itiraz etme hakkından vazgeçmiş sayılacağınız ihtar ve ilanen tebliğ olunur.",davacı tarafından davalılar aleyhine açılan kamulaştırma bedel tespiti tescil davasının yapılan yargılamasında mahkememizce alınan bilirkişi raporunda özetle sayılı kamulaştırma yasasının ilgili madde hükümleri gereğince dava konusu taşınmazın değerini etkileyen faktörler tarafların iddia talepleri taşınmazların emsal taşınmazlarla ayrı ayrı mukayeseleri yapılmış dava konusu taşınmazın cinsi konumu vergi rayici değerlendirme tarihinden önce satışı gerçekleşen özel amaçlı satış olmayan emsallerin alım satım rayiçleri tüik toptan eşya fiyatları endeksleri objektif ölçüler vergi rayiçleri dikkate alınarak mayıs değerlendirme tarihi itibari dava konusu taşınmazın arsa olarak değeri ada parselin tlm² ada parsellerin tlm² olarak tespit takdir edildiği ada parselin değeri m² x tlm² tl ada parselin değeri m² x tlm² tl ada parselin değeri m² x tlm² tl olarak hesaplandığı işbu bilirkişi raporuna hmk maddesi gereğince tebliğ tarihinden itibaren iki hafta içinde itiraz etmediğiniz taktirde bilirkişi raporuna itiraz etme hakkından vazgeçmiş sayılacağınız ihtar ilanen tebliğ olunur
eğitim,T.C. EDİRNE 8. ASLİYE CEZA MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-edirne-8-asliye-ceza-mahkemesinden,GABKF-B9A0u6OApDxF3fGg","Tehdit, hakaret suçundan mahkememizin yukarıda esas ve karar numaralı, 03/02/2025 tarihli kararı ile Hükmün Açıklanması  Geri Bırakılan Baha ve Pantuş oğlu,  06/10/1988 doğumlu  Cihan ÜSTE   tüm aramalara rağmen bulunamamış, gerekçeli karar tebliğ edilememiştir. 1-7201 sayılı Tebligat Kanununun 28 ve müteakip maddeleri gereğince gerekçeli kararın İLANEN TEBLİĞİNE, 2-Hüküm fıkrasının ilan tarihinden itibaren 15 gün sonra tebliğ edilmiş sayılacağına, tebliğ tarihinden itibaren iki hafta içinde mahkememize verilecek (veya gönderilecek) dilekçe veya zabıt katibine yapılacak sözlü beyanın tutanağa geçirilmesi suretiyle,  Edirne nöbetçi ağır ceza mahkemesine itiraz yoluna gidilebileceği aksi halde kararın kesinleştirileceği İLAN OLUNUR.",tehdit hakaret suçundan mahkememizin yukarıda esas karar numaralı tarihli kararı hükmün açıklanması geri bırakılan baha pantuş oğlu doğumlu cihan üste aramalara rağmen bulunamamış gerekçeli karar tebliğ edilememiştir sayılı tebligat kanununun müteakip maddeleri gereğince gerekçeli kararın ilanen tebliğine hüküm fıkrasının ilan tarihinden itibaren gün sonra tebliğ edilmiş sayılacağına tebliğ tarihinden itibaren iki hafta içinde mahkememize verilecek gönderilecek dilekçe zabıt katibine yapılacak sözlü beyanın tutanağa geçirilmesi suretiyle edirne nöbetçi ağır ceza mahkemesine itiraz yoluna gidilebileceği aksi halde kararın kesinleştirileceği ilan olunur
eğitim,T.C. SAKARYA 6. ASLİYE HUKUK MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-sakarya-6-asliye-hukuk-mahkemesinden,BKAUisYlj0Oa9YfHgb0fhQ","Mahkememiz dosyasında davalı Mehmet Şengülen'in mernis adresinin yurt dışı olması konsolosluk aracılığı ile yapılan tebligatın iade edilmiş olması nedeniyle tebliğ işleminin ilanen yapılmasına karar verilmiş olmakla tanzim edilen bilirkişi raporu ile dava konusu Sakarya İli, Serdivan İlçesi, Serdivan Mah. Çarkovası mevki 720 ve 722 parsel sayılı taşınmazların toplam bedeli 5.463.014,40 TL hesaplanmış olup HMK 281. maddesi gereğince tebliğ tarihinden itibaren iki hafta içinde itiraz etmediğiniz taktirde bilirkişi raporuna itiraz etme hakkından vazgeçmiş sayılacağınız ihtaren  ilan olunur.",mahkememiz dosyasında davalı mehmet şengülenin mernis adresinin yurt dışı olması konsolosluk aracılığı yapılan tebligatın iade edilmiş olması nedeniyle tebliğ işleminin ilanen yapılmasına karar verilmiş olmakla tanzim edilen bilirkişi raporu dava konusu sakarya ili serdivan ilçesi serdivan mah çarkovası mevki parsel sayılı taşınmazların toplam bedeli tl hesaplanmış olup hmk maddesi gereğince tebliğ tarihinden itibaren iki hafta içinde itiraz etmediğiniz taktirde bilirkişi raporuna itiraz etme hakkından vazgeçmiş sayılacağınız ihtaren ilan olunur
eğitim,T.C. İSTANBUL 44. ASLİYE CEZA MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-istanbul-44-asliye-ceza-mahkemesinden,Yri2J83Iw0Owi5nRv6--2Q","SANIK :MUKADDAS KASIMKHODJAEVA- Raxmatulla ve Aziza kızı, 08/07/1986 ÖZBEKİSTAN doğumlu. Mahkememizin yukarıda esas ve karar numarası yazılı ilamı ile sanık   MUKADDAS KASIMKHODJAEVA hakkında ""Bir kimseyi fuhşa teşvik etmek,  fuhuş için aracılık etmek veya yer temin etmek""  suçundan TCK'nın 272/2, 43/1, 62, (a,c,de,e) 52/2, mad. uyarınca3 kez  2  YIL 1 AY HAPİS, 100-TLadli para cezası ile cezalandırılmasına karar verildiği, yapılan tüm araştırmalara rağmen sanığa ulaşılamadığı ve gerekçeli kararın tebliğ edilemediği anlaşıldığından, kararın  ilanen tebliğine karar verilmiştir. İlan tarihinden itibaren 15 gün sonra ilan metninin tebliğ edilmiş sayılacağı ve tebliğ tarihinden itibaren İKİ HAFTA içinde mahkememize veya mahkememize gönderilmek üzere kendisine en yakın Asliye Ceza Mahkemesine verilecek dilekçe yada zabıt katibine -tutanağa geçirilmek kaydıyla- beyanda bulunulmak suretiyle İSTİNAF KANUN YOLU  açık olmak üzere, aksi halde bu süre içerisinde başvurulmadığı takdirde verilen hükmün kesinleşeceğine dair karar verildiği, ilanen tebliğ olunur.  21/05/2025",sanik mukaddas kasimkhodjaeva raxmatulla aziza kızı özbekistan doğumlu mahkememizin yukarıda esas karar numarası yazılı ilamı sanık mukaddas kasimkhodjaeva hakkında bir kimseyi fuhşa teşvik etmek fuhuş aracılık etmek yer temin etmek suçundan tcknın acdee mad uyarınca yil ay hapis tladli para cezası cezalandırılmasına karar verildiği yapılan araştırmalara rağmen sanığa ulaşılamadığı gerekçeli kararın tebliğ edilemediği anlaşıldığından kararın ilanen tebliğine karar verilmiştir ilan tarihinden itibaren gün sonra ilan metninin tebliğ edilmiş sayılacağı tebliğ tarihinden itibaren iki hafta içinde mahkememize mahkememize gönderilmek üzere kendisine yakın asliye ceza mahkemesine verilecek dilekçe yada zabıt katibine tutanağa geçirilmek kaydıyla beyanda bulunulmak suretiyle istinaf kanun yolu açık olmak üzere aksi halde süre içerisinde başvurulmadığı takdirde verilen hükmün kesinleşeceğine dair karar verildiği ilanen tebliğ olunur
eğitim,T.C. BÜYÜKÇEKMECE 1. ASLİYE CEZA MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-buyukcekmece-1-asliye-ceza-mahkemesinden,b2SpafDB_ESzjy_ImmTUxw","Basit Yaralama suçundan Mahkememizin yukarıda esas ve karar numarası yazılı 15/04/2025 tarihli ilamı ile 86/2-1. cümle maddesi gereğince 5 YIL HÜKMÜN AÇIKL. GERİ BIRAK. NED. DNT.SER. (CMK 231/8) cezası ile cezalandırılan Borıs ve Nına kızı, 10/02/1979 doğumlu, Eskişehir, Tepebaşı, Hacıseyit mah/köy nüfusuna kayıtlı CEYDA PSENICINII tüm aramalara rağmen bulunamamış, yakalama emri tebliğ edilememiştir. 1- 7201 sayılı Tebligat Kanununun 29. maddesi gereğince hüküm özetinin İLANEN TEBLİĞİNE, 2- İlanın kendisine tebliğinden itibaren 2 hafta içerisindeİTİRAZyasa yolu açık olmak üzere verilen karar tebligat yerine geçerli olmak üzere ilan olunur.. 22.05.2025",basit yaralama suçundan mahkememizin yukarıda esas karar numarası yazılı tarihli ilamı cümle maddesi gereğince yil hükmün açikl geri birak ned dntser cmk cezası cezalandırılan borıs nına kızı doğumlu eskişehir tepebaşı hacıseyit mahköy nüfusuna kayıtlı ceyda psenicinii aramalara rağmen bulunamamış yakalama emri tebliğ edilememiştir sayılı tebligat kanununun maddesi gereğince hüküm özetinin ilanen tebliğine ilanın kendisine tebliğinden itibaren hafta içerisindeitirazyasa yolu açık olmak üzere verilen karar tebligat yerine geçerli olmak üzere ilan olunur
eğitim,T.C. İSTANBUL ANADOLU 10. SULH HUKUK MAHKEMESİNDEN,"https://www.ntv.com.tr/resmi-ilanlar/t-c-istanbul-anadolu-10-sulh-hukuk-mahkemesinden,0VI481rCukixtRDmJFTGDw","Davacı Kemal Celep tarafından açılan gaiplik davasında verilen ara karar uyarınca, Erzincan İli, Refahiye İlçesi, Karayaprak mah/köyü  C:83 H:32'de nüfusa kayıtlı 06/11/1950 doğumlu 144******42 T.C. kimlik numaralıÇiçek Celephakkında bilgisi bulunan kimselerin ilanın yapıldığı tarihten itibaren 6 ay içinde mahkememizin 2024/1559 E. sayılı dosyasına bilgi vermeleri hususu TMK 33 vd maddeleri gereğince  İLAN OLUNUR.",davacı kemal celep tarafından açılan gaiplik davasında verilen ara karar uyarınca erzincan ili refahiye ilçesi karayaprak mahköyü c hde nüfusa kayıtlı doğumlu tc kimlik numaralıçiçek celephakkında bilgisi bulunan kimselerin ilanın yapıldığı tarihten itibaren ay içinde mahkememizin e sayılı dosyasına bilgi vermeleri hususu tmk vd maddeleri gereğince ilan olunur
eğitim,T.C. İSTANBUL GAYRİMENKUL SATIŞ İCRA DAİRESİ,"https://www.ntv.com.tr/resmi-ilanlar/t-c-istanbul-gayrimenkul-satis-icra-dairesi,TIHJdLngGEO1DexBjNtoOQ","Bir borçtan dolayı aşağıda cins, miktar ve değerleri yazılı mallar satışa çıkarılmış olup mahcuzun ayrıntılı görsellerine, artırmaya ilişkin şartlara ve ayrıntılı açıklamalaraesatis.uyap.gov.tradresi üzerinden2022/625 TLMT.sayılı dosya numarası ile erişim sağlanabilir. Satılmasına karar verilen taşınmazın cinsi, mahiyeti, bulunduğu yer, muhammen kıymeti ve önemli vasıfları: Özellikleri:İstanbul İl, Şişli İlçe, Mecidiyeköy Mah, 8956 Ada, 44 Parsel, 56/200 Arsa Payı/Payda, 74,61 m² Ana Taş. Yüz Ölçümü, Ana Taş. Nit. 5 Katlı Betonarme Bina ve Arsası, Çatı Katı 5 Nolu Bağımsız Bölüm Nit. Konut Olan Taşınmazın Borçluya Ait 1/2 Hissesi.Adresi:Kuştepe (Tapuda Mecidiyeköy) Mahallesi, Çilek Sokak, Dış K.No:35 Şişli / İSTANBUL Kıymeti :350.000,00 TLKDV Oranı :%1 Artırma Bilgileri 1.Artırma Başlangıç Tarih ve Saati :23/06/2025 - 14:55 Bitiş Tarih ve Saati         :30/06/2025 - 14:55 2.Artırma Başlangıç Tarih ve Saati :21/07/2025 - 14:55 Bitiş Tarih ve Saati         :28/07/2025 - 14:55 (İİK m.114 ve m.126) (*) İlgililer tabirine irtifak hakkı sahipleri de dahildir.",bir borçtan dolayı aşağıda cins miktar değerleri yazılı mallar satışa çıkarılmış olup mahcuzun ayrıntılı görsellerine artırmaya ilişkin şartlara ayrıntılı açıklamalaraesatisuyapgovtradresi üzerinden tlmtsayılı dosya numarası erişim sağlanabilir satılmasına karar verilen taşınmazın cinsi mahiyeti bulunduğu yer muhammen kıymeti önemli vasıfları özellikleriistanbul il şişli ilçe mecidiyeköy mah ada parsel arsa payıpayda m² ana taş yüz ölçümü ana taş nit katlı betonarme bina arsası çatı katı nolu bağımsız bölüm nit konut olan taşınmazın borçluya ait hissesiadresikuştepe tapuda mecidiyeköy mahallesi çilek sokak dış kno şişli istanbul kıymeti tlkdv oranı artırma bilgileri artırma başlangıç tarih saati bitiş tarih saati artırma başlangıç tarih saati bitiş tarih saati iik ilgililer tabirine irtifak hakkı sahipleri dahildir
sanat,Tom Hanks kısa hikayelerini sahneye taşıyor,"https://www.ntv.com.tr/n-life/kultur-ve-sanat/tom-hanks-kisa-hikayelerini-sahneye-tasiyor,yTP7a9yXRUWCLFcw93C5Hg","İki Oscar ödüllü oyuncuTom Hanks, off Broadway oyunuThis World Of Tomorrowile sahnede hayranlarıyla buluşacak. Oyuncu, kaleme aldığı kısa hikayeleri senarist James Glossman ile sahneye uyarlayacak.Sekiz hafta boyunca sahnelenecek olan oyunu Kenny Leon yönetecek. Oyun, 30 Ekim'de tiyatroseverlerle New York'ta buluşacak.Tiyatrooyunu, gerçek aşkı için zaman yolculuğuna çıkan gelecekten gelen bilim insanı Bert Allenberry'nin (Hanks) hikayesini anlatıyor.Off Broadway terimi, New York'ta Broadway dışında sahnelenen tiyatro oyunları için kullanılıyor.",iki oscar ödüllü oyuncutom hanks broadway oyunuthis world tomorrowile sahnede hayranlarıyla buluşacak oyuncu kaleme aldığı kısa hikayeleri senarist james glossman sahneye uyarlayacaksekiz hafta boyunca sahnelenecek olan oyunu kenny leon yönetecek oyun ekimde tiyatroseverlerle new yorkta buluşacaktiyatrooyunu gerçek aşkı zaman yolculuğuna çıkan gelecekten gelen bilim insanı bert allenberrynin hanks hikayesini anlatıyoroff broadway terimi new yorkta broadway dışında sahnelenen tiyatro oyunları kullanılıyor
