kategori,baslik,link,icerik
spor,Göztepe: 0 - Galatasaray: 2 | MAÇ SONUCU,https://www.haberturk.com/goztepe-0-galatasaray-2-mac-sonucu-3793724-spor,"Trendyol Süper Lig'in 37. hafta karşılaşmasında Göztepe sahasında şampiyon Galatasaray'ı konuk etti. Mücadele G.Saray'ın 2-0 üstünlüğüyle sonuçlandı. İlk yarısı golsüz tamamlanan mücadelede, sarı-kırmızılılara galibiyeti getiren golleri 70. dakikada Kaan Ayhan ve 90+1'de ise Alvaro Morata kaydetti. Bu sonucun ardından G.Saray üst üste 7. galibiyetini aldı ve 92 puana yükseldi. 3 maçtır kazanamayan Göztepe ise 47 puanda kaldı. Ligin 38. ve son haftasında Galatasaray sahasında Başakşehir'i konuk edecek. Göztepe ise Kasımpaşa deplasmanında sahne alacak."
spor,Okan Buruk yeni hedefi belirledi!,https://www.haberturk.com/okan-buruk-yeni-hedefi-belirledi-3793792-spor,"Trendyol Süper Lig'in 37. haftasında deplasmanda Göztepe'yi 2-0 mağlup eden Galatasaray'da teknik direktör Okan Buruk, galibiyetin ardından konuştu. ""90 PUANIN ÜZERİNE ÇIKTIK"" Mutluyuz, 92 puan. Yine 90 puan barajının üzerine çıktık. Son maçı da kazanırsak, geçen senenin bir puan altında kalıyoruz. Yine yüksek bir puan. Bu da sevindiriyor beni. Bugün kazanıp kazanmamak insanlara önemli değil gibi geliyor ama benim için kazanmak çok önemli. Oyuncular için zordu, sıcaktı. Uzun süre oynamamış oyuncuların da zorlandıklarını gördük oyun içerisinde. Oyuncularımızı yargılayacağımız bir maç da değildi çünkü uzun süre oynamıyorlar. ""YOĞUN BİR TEMPODAN GEÇTİK"" Yoğun bir tempodan geçtik. İyi niyetli olduklarını ve hep oyun içerisinde olduklarını gördük. Göztepe'ye karşı oynamak zor. Çözdüğümüz zaman çok kolay rakip kaleye gittik ama bazen baskı altında top kayıpları yaptık, iyi yapamadığımız yerler oldu. Kaan, muhteşem bir gol attı. Oraya gelene kadar da pozisyonlar vardı. İkinci golle maçı bitirdik. Önemli ve güzel bir galibiyet. ""BAZEN AYRILIKLAR ÇOK ZOR OLABİLİYOR"" Dries, bizim için çok önemli. Ailesiyle birlikte de çok değerli. Galatasaray'a önemli hizmetler yaptı. Yaşına rağmen profesyonelliği, bize çok yardımcı oldu. Ondan ayrılmak çok zor olacak. Bu anlamda hepimiz duygusalız. Önümüzdeki hafta da onun için önemli olacak. O maçta da oynatmayı düşünüyoruz. Bu tür ayrılıklar bazen çok zor oluyor. ""MUSLERA'YI İKNA ETMİŞTİK"" Muslera'nın da geçen sezon böyle bir düşüncesi vardı ama biz ikna etmiştik. Çok değerli ve çok önemli isim. Çok önemli hizmet etti. Onun yerini doldurmak kolay değil. ""G.SARAY SEVGİSİ BİTMEYECEK"" Galatasaray takımı şampiyonluklar kazanıyor. Değişimler oluyor. Önemli olan doğru isimleri buraya getirmek. Seçimler ve ayrılıklar bizim için zor olacak ama Galatasaray sevdası hiçbirinin içinde bitmeyecek. Bunu yabancı oyuncularda da görüyoruz. Bence en güzel şeylerden biri bu. Bitmeyen bir sevgi olacak. ""KEYİF ALARAK KUTLAYACAĞIZ"" Bununla ilgili hafta içi de destek istedik. Onun yanında 3. şampiyonluk ve bunu hak ettik. Bu kadar büyük bir organizasyon çok önemli. Oraya katılım önemli, birlikte şampiyonluğu kutlayacağız. Keyif alarak 3. şampiyonluğumuzu ve 5. yıldızı kutlayacağız. YENİ HEDEFİ BELİRLEDİ 25 şampiyonluğumuz ve 19 kupamız var. 2026'da da 20+26 diyeceğiz. Bu parola ile yeni sezona hazırlanacağız."
spor,Muşspor: 2 - Balıkesirspor: 0 | MAÇ SONUCU,https://www.haberturk.com/musspor-2-balikesirspor-0-mac-sonucu-musspor-2-lig-e-yukseldi-3793729-spor,3. Lig'de 1. ve 2. grup play-off final turunda Muşspor ile Balıkesirspor kozlarını paylaştı. HT Spor'da yayınlanan ve Yeni Adana Stadyumu'nda oynanan dev karşılaşmayı Muşspor 2-0 kazandı. Muşspor'a galibiyeti getiren golleri 35. dakikada Stanley Ohawuchi ve 90+8'de Yakup Alkan kaydetti. Ayrıca konuk takımda 81. dakikada Muhammed Demirci direkt kırmızı kart görerek takımını 10 kişi bıraktı.
spor,Galatasaray takım otobüsüne taşlı saldırı!,https://www.haberturk.com/son-dakika-galatasaray-takim-otobusune-tasli-saldiri-3793777-spor,"Trendyol Süper Lig'in 37. haftasında şampiyonluğu garantileyen Galatasaray, deplasmanda Göztepe ile karşı karşıya geldi. Mücadeleyi sarı-kırmızılılar Kaan Ayhan ve Alvaro Morata'nın golleriyle 2-0 kazandı ve galibiyet serisini sürdürdü. Göztepe maçının ardından G.Saray'ın takım otobüsüne taşlı saldırı düzenlendi. Otobüste 1972 yılında kazanılan ilk yıldızın üstüne taş isabet etti ve cam kırıldı."
spor,Arda Turan'dan Eyüpspor'a veda!,https://www.haberturk.com/arda-turan-dan-eyupspor-a-veda-3793755-spor,"Trendyol Süper Lig'de sezonu 53 puanla tamamlayan ikas Eyüpspor'da teknik direktör Arda Turan, Antalyaspor maçının ardından kulüpten ayrıldığını açıkladı."
spor,Ange Postecoglou: Kökleri Anadolu'ya kadar uzanan bir başarı hikayesi,https://www.haberturk.com/ange-postecoglou-kokleri-anadolu-ya-kadar-uzanan-bir-basari-hikayesi-3793651-spor,"Geçen sezon temmuz ayında İngiltere ekibinin başına gelen Postecoglou, Premier Lig kulübünü yöneten ilk Avustralyalı olmanın yanı sıra tarihte Avrupa kupasını kazanan ilk Avustralyalı teknik direktör ünvanına da sahip oldu. 2008 İngiltere Lig Kupası (Carabao Kupası)'nı kazanmasının ardından kupa orucuna giren Londra takımına ilk kupasını tattıran 59 yaşındaki teknik adam, 2025 Avrupa Ligi finalinde Manchester United'ı devirerek Premier Lig'deki kötü performansı da taraftarlarına unutturdu. Geçen yıl eylül ayında Kuzey Londra derbisinde Arsenal'e 1-0 kaybedilen maç sonrası eleştiri oklarının hedefi olan Postecoglou,""Her zaman ikinci yılımda bir şeyler kazanırım. Hiçbir şey değişmedi. İnanmadığım şeyleri söylemem.""demişti. Postecoglou'nun oyun felsefesi, yüksek yoğunluklu ve hücum futbolu tercihi taraftarlar ve futbol yazarları arasında""Angeball""lakabını kazanmasına sebep oldu. Soy ismi sebebiyle Türk kamuoyunun da ilgi odağı olan tecrübeli teknik adam, Türk basınının onun kökleri hakkındaki sorulan soruyu,""Türkiye ile birkaç kuşak öncesine dayanan bir soy bağımız var. Soyadımız da bunu açıkça gösteriyor.""şeklinde yanıtlamıştı. Eşinin de Türkçe bildiğini söyleyen Avustralyalı taktisyen,""Ayrıca eşim Türk dizilerine bayılıyor. İzlediği tek şey o diyebilirim. Türkçesi de çok iyi. Kendisi Yunan asıllı ama böyle bir bağ var.""demişti. YUNANİSTAN'DAKİ ASKERİ DARBE HAYATINI DEĞİŞTİRDİ 1923'de Türkiye ile Yunanistan arasında yapılan nüfus mübadelesinde Manisa'nın Alaşehir ilçesinden göçen ailenin çocuğu olarak 27 Ağustos 1965'de Atina'nın Nea Filadelfia bölgesinde doğdu. Manisa'dan göçmüş ailelerin kurmuş olduğu yerleşim yeri olan Nea Filadelfia""Yeni Manisa""anlamına gelmekteydi. Tecrübeli teknik adam, Yunanistan'daki 1967 askeri darbesiyle kaderini değiştirecek bir hayat hikayesine sahip oldu. Darbe sonrası babası Dimitris'in işlerinin bozulmasıyla beraber Avustralya'ya göç kararı alan Postecoglou ailesi, Ange henüz 5 yaşındayken Melbourne'e yerleşti. 2021'de İskoçya basınına verdiği röportajda ailesinin Atina'dan göçü hakkında konuşan Postecoglou,""İnsanlar daha iyi bir hayat için başka bir ülkeye gittiklerini söylüyorlar. Ailem daha iyi bir hayata sahip olmadı, bana daha iyi bir hayat yaşamam için fırsatlar sağlamak amacıyla Avustralya'ya gittiler.""ifadelerini kullanmıştı. Futbol kariyerinin şekillenmesinde babasının büyük rolü olan Ange, babasıyla sık sık oyun içi taktikler ve stratejiler hakkında konuştu, bu da ilerleyen dönemde onun antrenörlük felsefesini etkiledi. Postecoglou'nun futbola adımını Melbourne'un Yunan topluluğunda köklü bir yere sahip olan South Melbourne Hellas'da defans oyuncusu olarak attı. Oyunculuk süreci pek iç açıcı geçmeyen Ange, 1984'ten 1993'e kadar 193 maça çıkarken Avustralya Milli Takımı'nda ise sadece 2 maçta forma şansı bulabildi. TEKNİK DİREKTÖRLÜK KARİYERİ Teknik direktörlüğe, kulübü South Melbourne'de başlayan Postecoglou, burada gösterdiği başarılı performansının ardından sırasıyla Avustralya U20 ve U17 takımını 2001'den 2005'e kadar yönetti. Sonrasında Avustralya ekipleri Panachaiki, Whittlesea Zebras, Brisbane Roar ve Melbourne'de teknik direktörlük yapan Postecoglou, 2013'de Avustralya Milli Takımı'nın başına geçti. Milli takımı, 2015 AFC Asya Kupası'nda zafere taşıyarak daha yerel düzeyde olan OFC Erkekler Uluslar Kupası'nın ardından ülkenin ilk büyük uluslararası kupasını kazandı. Postecoglou'nun uluslararası başarısı yurt dışındaki kulüplerin dikkatini çekti ve Japonya'nın J1 Ligi'nde Yokohama F. Marinos'un teknik direktörü olarak gitmesine yol açtı. 2019'da Japon ekibini 15 yıl sonra ilk lig şampiyonluğuna taşıyan Postecoglou, agresif ve topla oynamaya dayalı bir oyun tarzına olan bağlılığıyla akıllarda yer etti. Japonya Ligi'ndeki başarısından dolayı Avrupa kulüplerinin ilgisini çeken tecrübeli çalıştırıcı, 2021'de İskoçya'nın Celtic takımının başına geçti. Avustralyalı teknik adam, başarılı kariyerine iki sezon geçirdiği Premiership'de de devam ederek 2 İskoçya Premiership, 2 İskoçya Lig Kupası ve 1 İskoçya Kupa'sını müzesine götürdü. LONDRA'YA BÜYÜK BEKLENTİLERLE GELDİ Tottenham'ın başına geçeceği haberinin ardından taraftarlarca coşkuyla karşılanan Postecoglou​​​​​​​, kendine ait oyun felsefesinden dolayı ""Angeball"" lakabıyla anılmaya başladı. Onun liderliğinde Tottenham, İngiliz futbolunun en üst seviyelerinde rekabet etmeyi hedefleyen daha agresif ve eğlenceli bir oyun tarzı benimsedi. 2023/23 sezonunu 8. sırada bitiren kulüp 2010'dan bu yana ilk kez Avrupa Kupası'na katılma hakkı kazanamamıştı. 2023 Temmuz'unda görevinin başına gelen Postecoglou, 2023/24 sezonunu 5. tamamlayarak Kuzey Londra ekibinin Avrupa Ligi'nde yer edinmesini sağladı. Postecoglou, 4 yıllık kontratın altına imza atarak hem İngiltere, hem de Japonya ve İskoç futbolunun en üst düzey seviyesinde teknik direktörlük yapan ilk Avustralyalı oldu. 2017'de futbol yöneticiliğine ilişkin deneyimlerini ve yaklaşımını yansıtan""Changing the Game""(Oyunu Değiştirmek) başlıklı yazdığı bir kitabı da bulunuyor."
spor,Fenerbahçe Beko - Panathinaikos: 82-76 (MAÇ SONUCU),https://www.haberturk.com/fenerbahce-beko-panathinaikos-82-76-mac-sonucu-fenerbahce-euroleague-de-finalde-3793523-spor,"Fenerbahçe Beko son şampiyonu dize getirdi, THY Euroleague'de finale yükseldi! Sarı-lacivertliler, Birleşik Arap Emirlikleri'nin başkenti Abu Dabi'de düzenlenen THY Euroleague Final Four (Dörtlü Final) yarı finalinde karşılaştığı son şampiyon Yunanistan ekibi Panathinaikos'u 82-76 mağlup etti ve adını finale yazdırdı. Kanarya, Avrupa'nın 1 numaralı organizasyonunda 4. kez finalde mücadele edecek. Karşılaşmaya boyalı alanda iyi başlayan Fenerbahçe Beko, ilk 4 dakikayı 13-5 önde geçti. Savunmada oldukça etkili olan sarı-lacivertliler, çeyreğin sonunda farkı çift hanelere yükseltti: 22-12. Fenerbahçe Beko, ilk çeyreği 22-13 üstün kapattı. İkinci çeyreği Hayes-Davis ve Tarık Biberovic'in üç sayılık basketleriyle başlayan Fenerbahçe Beko, 13. dakikada 12 sayılık üstünlük yakaladı: 31-18. Hücumda temposu düşen Fenerbahçe Beko karşısında içeriden sayılar üreten Panathinaikos AKTOR, farkı 18. dakikada tek hanelere (35-27) çekti. Devrenin son sayısını Panathinaikos AKTOR adına Nunn atarken, son 4 dakika çok kötü hücum eden Fenerbahçe Beko buna karşın soyunma odasına 38-33 önde gitti."
spor,Fenerbahçe 7 yıl sonra Euroleague finalinde!,https://www.haberturk.com/fenerbahce-7-yil-sonra-euroleague-finalinde-3793554-spor,"Fenerbahçe  Beko, THY Euroleague'de (Avrupa Ligi) tarihinde 4. kez finale yükseldi. Birleşik Arap Emirlikleri'nin başkenti Abu Dabi'deki Etihad Arena'da gerçekleştirilen Final Four (Dörtlü Final) organizasyonunda Yunan ekibi Panathinaikos AKTOR'la karşılaşan sarı-lacivertliler, tamamını kontrolü altında geçirdiği maçı 82-76 kazanarak finale kaldı. Tarihinde 7. kez Final Four'da mücadele eden Fenerbahçe Beko, 2016, 2017 ve 2018'den sonra 4. kez adını finale yazdırdı. Kupayı 2017'de müzesine götüren Fenerbahçe, 8 yıl sonra aynı başarıyı tekrarlamak için Olympiakos-Monaco maçının galibiyle 25 Mayıs Pazar günü finalde karşılaşacak. JASIKEVICIUS ŞANSSIZLIĞINI KIRDI! Fenerbahçe Beko Başantrenörü Saras Jasikevicius, Final Four organizasyonlarındaki şansızlığını yendi. Kariyerinde üst üste 5, toplamda da 6. kez Final Four'da yer alan Litvanyalı başantrenör, 2. kez finale kaldı. Daha önce sadece 2021'de Barcelona'yla finale yükselen Jasikevicius, Final Four'daki diğer 4 yarı final maçını kaybetmişti. 49 yaşındaki başantrenör, Panathinaikos AKTOR Başantrenörü Ergin Ataman'a karşı Final Four organizasyonlarında ilk kez galip geldi. İki başantrenör arasındaki rekabette daha önce oynanan iki karşılaşmada da Ataman'ın takımları galip gelmişti. ATAMAN BU SEFER FİNALİ GÖREMEDİ Panathinaikos AKTOR Başantrenörü Ergin Ataman, bu sefer Final Four'da final sevinci yaşayamadı. Avrupa kupalarında 5 farklı takımla 7 kez final heyecanı yaşayan Ataman, Euroleague'de 2019, 2021 ve 2022'de Anadolu Efes, 2024'te ise Panathinaikos'la finalde yer almıştı. Ataman'ın takımı, Fenerbahçe'ye kaybetti ve bu sefer finale kalamadı. MAÇ SONU BÜYÜK SEVİNÇ Fenerbahçeli taraftarlar, 7 yıl sonra gelen finali büyük bir mutlulukla karşıladı. Maç boyunca takıma büyük destek veren taraftarlara, Olympiakoslu basketbolseverler de eşlik etti. MVP HALL Maçın En Değerli Oyuncusu (MVP), Fenerbahçe Beko'dan Devon Hall oldu. Karşılaşmayı 18 sayıyla tamamlayan Hall, maçın en iyi ismi oldu. Sarı-lacivertlilerde Tarık Biberovic 15, Errick McCollum ise 13 sayıyla galibiyette önemli oynadı. CEDİ OSMAN'IN 22 SAYISI PANATHINAIKOS'A YETMEDİ Panathinaikos AKTOR'da Cedi Osman'ın başarılı performansı galibiyet için yeterli olmadı. Milli basketbolcu, karşılaşmayı 22 sayıyla tamamladı. Yunan ekibinde son periyotta 5 faulle oyundan çıkan sezonun MVP'si Kendrick Nunn ise 19 sayı attı."
spor,İtalya Serie A'da şampiyon Napoli!,https://www.haberturk.com/italya-serie-a-da-sampiyon-napoli-3793586-spor,"İtalya Serie A'da şampiyon Napoli... İlk olarak Arjantinli futbol efsanesi Maradona'nın şampiyon yaparak dünya futboluna tanıttığı Napoli, İtalya'da bir kez daha mutlu sona ulaştı. Antonio Conte'nin çalıştırdığı Napoli, 38. ve son hafta maçında evinde Cagliari'yi 2-0 mağlup ederek sezonu 82 puanla Inter'in 1 puan önünde lider tamamladı ve şampiyonluğunu ilan etti. Napoli'ye galibiyeti ve şampiyonluğu getiren golleri, 42. dakikada Scott McTominay ile 51. dakikada Romelu Lukaku kaydetti."
spor,Fenerbahçe'deki kritik Ali Koç ile Aziz Yıldırım zirvesinde neler konuşuldu?,https://www.haberturk.com/fenerbahce-deki-kritik-ali-koc-ile-aziz-yildirim-zirvesinde-neler-konusuldu-3793414-spor,"Olağanüstü kongre atmosferine giren Fenerbahçe’de dün kritik bir görüşme gerçekleşti. Başkan Ali Koç ile Yüksek Divan Kurulu Başkanı Şekip Mosturoğlu, kulübün eski başkanı Aziz Yıldırım'ı ziyaret etti. Yıldırım'ın Altunizade'deki ofisinde gerçekleşen zirvede, kulüpteki son gelişmelerle ilgili fikir alışverişinde bulunuldu. Görüşmede Yıldırım, olağanüstü kongrenin tarihi ve Fenerbahçe Gönüllüleri Derneği'nin başlattığı imza kampanyasıyla ilgili düşüncelerini ifade etti. HT Spor Genel Yayın Yönetmeni Ahmet Selim Kul, HT Spor Gündem programında kritik zirvede neler yaşandığını anlattı: ""Ali Koç ve Aziz Yıldırım buluşmasında herhangi bir olumsuz hava, negatif bir durum yoktu. Karşılıklı olarak fikirlerini paylaştılar. Aziz Yıldırım, Ali Koç'a kongreyi Eylül ayına bırakmamasını önerdi. Hemen kongreye gitmesini, güven oyu alıp yoluna devam etmesini söyledi. Ayrıca Fenerbahçe'nin bir an önce şampiyon olması gerektiği vurgusunu yaptı. ""Çocuklar üzülüyor"" dedi. Bu görüşmede, gerekirse diğer adaylarla da oturulup konuşulması gerektiğini ifade etti. Ali Koç da bu görüşmede kendi fikirlerini paylaştı. Final Four maçına gitti. Akşam önemli bir maçı olacak. Bu süreci değerlendiriyor ve Eylül ayı için alınmış bir kararı var."""
